LBA,Frequency
13666324480,54
975249408,54
924733440,54
2319597568,54
1021321216,54
3223027712,54
3226107904,54
3228168192,54
3229003776,54
3264425984,54
3234332672,54
931872768,54
1488805888,54
1488809984,54
3261026304,54
2314887168,54
952795136,54
921620480,54
9099587584,53
3266535424,53
13664882688,53
3235426304,53
3242053632,53
9099927552,53
9099943936,53
3221393408,53
949649408,53
2319040512,53
1025683456,53
2306777088,53
2315403264,53
3246981120,53
946294784,53
13152564224,52
3131518976,52
3235909632,52
924835840,52
13664260096,52
3246940160,52
3264471040,52
3267289088,52
3225300992,52
3250266112,52
3238522880,52
2314878976,52
926089216,52
946286592,52
3258523648,52
2315755520,52
930971648,52
951328768,52
955445248,52
3229302784,52
2314682368,52
3260604416,51
3131658240,51
3234988032,51
974082048,51
973524992,51
3258933248,51
3237666816,51
3228360704,51
3233476608,51
3266404352,51
2314993664,51
2318606336,51
2310938624,51
3246931968,51
1030594560,51
2316288000,51
2319228928,51
13152576512,50
13666521088,50
13666553856,50
3131748352,50
3223121920,50
3244515328,50
3258617856,50
3222257664,50
3233710080,50
3260149760,50
3266924544,50
3257995264,50
3235184640,50
2318385152,50
508354560,50
996319232,50
2315714560,50
2319376384,50
3229192192,50
12974252032,50
212082688,50
211496960,50
958369792,50
1245061120,50
12452066304,50
973000704,49
3263737856,49
3237695488,49
3239817216,49
32251904,49
3253096448,49
3265007616,49
3264311296,49
3259715584,49
540712960,49
9099583488,49
3266916352,49
2317934592,49
922660864,49
13672370176,49
2317418496,49
3228057600,49
2315427840,49
3235946496,48
3237683200,48
3131621376,48
3221561344,48
3222921216,48
3238219776,48
3247091712,48
3263467520,48
3266027520,48
3266265088,48
3235110912,48
3229241344,48
3264483328,48
259350528,48
3246731264,48
3238166528,48
3260887040,48
978837504,48
1723633664,48
13137932288,48
11959205888,48
1422729216,48
1460084736,48
10810474496,48
1034981376,48
10599407616,48
11478425600,48
1035784192,48
10901745664,48
1542520832,48
10934001664,48
12613455872,48
11839541248,48
11019268096,48
534560768,48
11443843072,48
2003386368,48
11420438528,48
1456766976,48
1543573504,48
461983744,48
1013977088,48
963817472,48
2318196736,48
1248387072,48
958328832,47
13666111488,47
13666127872,47
13666062336,47
13665931264,47
13665964032,47
13666390016,47
13666156544,47
13666209792,47
845934592,47
3239247872,47
3234422784,47
3246309376,47
3247480832,47
3250192384,47
3257720832,47
3264933888,47
3265708032,47
3266142208,47
3233509376,47
3249192960,47
3249795072,47
3253055488,47
3260448768,47
3225346048,47
3246993408,47
247783424,47
3232653312,47
3240472576,47
982904832,47
3229327360,47
3264999424,47
2311847936,47
1027878912,47
1016320,47
1016832,47
1034022912,47
1034354688,47
1244803072,47
13670109184,47
2311561216,47
997625856,47
921645056,47
970932224,46
13666144256,46
13666701312,46
13152580608,46
992579584,46
3241795584,46
3242700800,46
3246907392,46
3257495552,46
3260538880,46
3266121728,46
3266547712,46
3223138304,46
3233124352,46
3242119168,46
3246784512,46
3246845952,46
3249721344,46
3249909760,46
3266486272,46
3258175488,46
3226247168,46
3227373568,46
3241041920,46
3239411712,46
338808832,46
338812928,46
3228889088,46
3234705408,46
187334656,46
22585344,46
951693312,46
962478080,46
12374999040,46
3228119040,46
2314715136,46
967933952,45
13669519360,45
13665685504,45
13152568320,45
13152572416,45
3257356288,45
10190602240,45
3235377152,45
2312101888,45
3261251584,45
3264290816,45
3266707456,45
3223236608,45
3228102656,45
3228241920,45
3247050752,45
3249356800,45
3249946624,45
3247083520,45
3232522240,45
1019863040,45
926687232,45
957349888,45
3234693120,45
1013362688,45
2317082624,45
2315673600,45
954490880,45
2314821632,45
923111424,45
526929920,44
3260583936,44
13152596992,44
3131887616,44
201162752,44
13667291136,44
3131691008,44
1021251584,44
1023062016,44
3264942080,44
3225427968,44
3262050304,44
3266576384,44
3247484928,44
3249299456,44
3250139136,44
3265662976,44
3266416640,44
3224338432,44
3240435712,44
996847616,44
3266482176,44
1651453952,44
3234799616,44
2305638400,44
3226214400,44
5505323008,44
2317959168,44
3223437312,44
1017991168,44
2315730944,44
2319441920,44
3268026368,43
3236638720,43
64196608,43
3131604992,43
3221323776,43
3227574272,43
3247181824,43
3258388480,43
3266330624,43
3267293184,43
3221516288,43
3223207936,43
3225210880,43
3227918336,43
3228741632,43
3250008064,43
3228045312,43
3247833088,43
3263819776,43
2319613952,43
3257659392,43
3226845184,43
2366402560,43
2312593408,43
2361593856,43
1019355136,43
2318295040,43
2361569280,43
965316608,42
13152588800,42
265142272,42
3265634304,42
3268247552,42
13152605184,42
13152601088,42
13665210368,42
3235074048,42
3242209280,42
3264315392,42
3229233152,42
593592320,42
1022418944,42
3260948480,42
3267076096,42
3223175168,42
3227344896,42
3247333376,42
3247439872,42
3225272320,42
3268079616,42
3228790784,42
962158592,42
3221831680,42
211214336,42
2315935744,42
2316984320,42
3267502080,42
958402560,42
1025392640,42
2308390912,42
2315223040,42
3242655744,41
3229224960,41
3235000320,41
3259043840,41
11709923328,41
977186816,41
3229220864,41
3226390528,41
3228672000,41
3242999808,41
3247321088,41
3260882944,41
3266560000,41
3221733376,41
748802048,41
3257491456,41
3261964288,41
3265097728,41
3265191936,41
3265781760,41
3267280896,41
3249700864,41
3266125824,41
3235028992,41
2317819904,41
3229208576,41
980082688,41
985366528,41
2317172736,41
2310316032,41
1027309568,41
747925504,41
2311069696,41
956624896,41
12974264320,41
1245057024,41
3228643328,40
992165888,40
987955200,40
3235450880,40
3258609664,40
3154141184,40
9099956224,40
1651466240,40
9099980800,40
3264069632,40
3266473984,40
3244400640,40
3245805568,40
3258023936,40
3258896384,40
172122112,40
3223715840,40
3226529792,40
3259695104,40
3266846720,40
980074496,40
2319171584,40
3268071424,40
2319622144,40
1012994048,40
1019502592,40
3226316800,40
2312445952,40
1651458048,39
13666291712,39
13668929536,39
3131527168,39
973422592,39
863399936,39
3238162432,39
3222904832,39
3225948160,39
3226050560,39
3229204480,39
3233656832,39
419762176,39
3260055552,39
3261378560,39
3265204224,39
747921408,39
3249930240,39
3258167296,39
3259568128,39
3250708480,39
3228856320,39
3265581056,39
3258916864,39
3234783232,39
1032892416,39
1033560064,39
1037381632,39
1039392768,39
1040912384,39
926220288,39
996098048,39
1017757696,39
12974268416,39
1244880896,39
920256512,39
3229278208,39
373370880,39
13668896768,38
3221659648,38
3234721792,38
81494016,38
2319065088,38
3259224064,38
3221479424,38
3222724608,38
3246841856,38
3253059584,38
3264544768,38
3228913664,38
3234680832,38
3242610688,38
3260440576,38
3264200704,38
3265937408,38
3246493696,38
201338880,38
979218432,38
1000734720,38
1029525504,38
1032302592,38
3226066944,38
1250795520,38
1247350784,38
3264348160,37
3237175296,37
3258408960,37
3267186688,37
3226234880,37
3246915584,37
3247464448,37
3257987072,37
3259228160,37
3223416832,37
3225886720,37
3247300608,37
956047360,37
3222720512,37
3263479808,37
3227897856,37
2314772480,37
1027321856,37
3249307648,37
1038073856,37
1065648128,37
963997696,37
2315919360,37
2319400960,37
12974256128,37
997085184,37
12974260224,37
1244876800,37
2319351808,37
935985152,37
965328896,36
957849600,36
1344479232,36
13153207296,36
13666455552,36
13666471936,36
13666570240,36
13666439168,36
13666422784,36
13666537472,36
13666177024,36
13666193408,36
13668864000,36
13669060608,36
13666504704,36
13666488320,36
13656969216,36
993316864,36
3267084288,36
3260571648,36
3241029632,36
3250278400,36
3259891712,36
3260579840,36
3264491520,36
3257319424,36
3258912768,36
3264065536,36
3266748416,36
3223461888,36
3225325568,36
3222712320,36
3240484864,36
3258568704,36
9099915264,36
255442944,36
2311020544,36
2311651328,36
503578624,36
503582720,36
3239194624,36
3242065920,36
2316058624,36
1037238272,36
1244798976,36
2318688256,36
1244794880,36
3239403520,36
42422784,36
42423296,36
949260288,36
3221696512,36
13152584704,35
3238629376,35
3248193536,35
13153211392,35
13153235968,35
13665570816,35
13665357824,35
13665619968,35
13668798464,35
13665832960,35
13668782080,35
13670010880,35
3221532672,35
11710447616,35
3267137536,35
3233472512,35
3238154240,35
3233464320,35
3238150144,35
3263614976,35
3264466944,35
3266007040,35
341463040,35
3267276800,35
3257712640,35
3258781696,35
3259555840,35
3261538304,35
3264503808,35
3264770048,35
3265859584,35
63414272,35
3222159360,35
3228585984,35
73560064,35
3260792832,35
2319818752,35
581349376,35
3223986176,35
979058688,35
986845184,35
3223232512,35
3249836032,35
3250171904,35
3229433856,35
3267559424,35
3234717696,35
3238240256,35
3242586112,35
1065402368,35
1244782592,35
9099960320,35
987041792,35
12478558208,35
2319179776,35
13153137664,34
13664407552,34
13664833536,34
13663031296,34
13665013760,34
13664604160,34
13668847616,34
13665128448,34
13665472512,34
13655609344,34
13658624000,34
13664948224,34
13668880384,34
13666205696,34
13666689024,34
991232,34
1061789696,34
1069142016,34
3234164736,34
3234091008,34
3246596096,34
3246010368,34
3227971584,34
317845504,34
2316140544,34
3241836544,34
3259486208,34
3264655360,34
3267473408,34
3223040000,34
3228905472,34
3229102080,34
399429632,34
3261407232,34
3261792256,34
3264995328,34
256421888,34
3221835776,34
3225092096,34
3234586624,34
3247366144,34
246571008,34
101597184,34
309051392,34
35344384,34
3259875328,34
3223560192,34
3224875008,34
3239673856,34
3240411136,34
3222253568,34
3221766144,34
9099882496,34
3246825472,34
3265200128,34
3264495616,34
3239895040,34
3239510016,34
3258011648,34
3257647104,34
3221803008,34
1244790784,34
2319007744,34
2308431872,34
997871616,34
1015549952,34
1027956736,34
1018077184,34
1247354880,34
968396800,33
13152609280,33
3238125568,33
13153244160,33
990048256,33
1082744832,33
11710087168,33
835596288,33
2312617984,33
3239972864,33
3264692224,33
3221774336,33
3260436480,33
3266166784,33
3223429120,33
3228000256,33
3229642752,33
3238187008,33
573288448,33
3261476864,33
219738112,33
3265908736,33
3229437952,33
3243712512,33
221880320,33
186892288,33
3241816064,33
3229704192,33
3258793984,33
3258814464,33
341032960,33
1503338496,33
3245916160,33
3246039040,33
3241590784,33
3241607168,33
3245355008,33
3267899392,33
3261632512,33
3264774144,33
3227914240,33
3228884992,33
2222571520,33
1244786688,33
3226132480,33
953860096,33
1247346688,33
2308620288,33
13153256448,32
13153252352,32
1079111680,32
3131547648,32
3236450304,32
2314141696,32
3131850752,32
3241791488,32
3233849344,32
496480256,32
3222855680,32
40759296,32
191836160,32
3233456128,32
3258163200,32
3265699840,32
3232604160,32
3246911488,32
3253084160,32
201969664,32
399470592,32
698867712,32
3223695360,32
3226181632,32
3240366080,32
11945594880,32
3266424832,32
3249561600,32
1024634880,32
3226136576,32
3233239040,32
3226152960,32
482050048,32
3258335232,32
3258376192,32
3233759232,32
3268325376,32
3242631168,32
3228901376,32
2311553024,32
3224006656,32
2319212544,32
93380608,32
516902912,32
328409088,32
494727168,32
491606016,32
25174016,32
304082944,32
63254528,32
70512640,32
601268224,32
307838976,32
740278272,32
45109248,32
39116800,32
36732928,32
112177152,32
175046656,32
515645440,32
25190400,32
830251008,32
544681984,32
1245032448,32
922222592,32
9099636736,32
2317639680,32
948449280,32
3267526656,32
996311040,32
1027969024,32
2306760704,32
2313756672,32
1247358976,32
1247363072,32
1682391040,32
1250791424,32
3221671936,31
744181760,31
13153186816,31
11710283776,31
11710267392,31
22466560,31
3264307200,31
3260280832,31
9099644928,31
3260444672,31
3265540096,31
3266088960,31
3250167808,31
3257733120,31
757096448,31
207667200,31
3246202880,31
3247472640,31
3257413632,31
3258155008,31
3258253312,31
3266592768,31
3263963136,31
2319269888,31
1486716928,31
3131858944,31
3241889792,31
3221377024,31
3267272704,31
3263852544,31
3240333312,31
3264409600,31
3234742272,31
3265470464,31
1033371648,31
9099919360,31
3131801600,31
2222583808,31
13670780928,31
993951744,31
998391808,31
12974276608,31
978493440,31
13152592896,30
3268042752,30
906248192,30
13153240064,30
13153231872,30
13153248256,30
11710300160,30
3228446720,30
3242344448,30
2316754944,30
3223269376,30
3235512320,30
3221676032,30
3228839936,30
3234156544,30
3250741248,30
3266514944,30
3266666496,30
3221327872,30
3225108480,30
3225186304,30
3226243072,30
3232518144,30
3245727744,30
3247276032,30
3266494464,30
3266519040,30
3259748352,30
22454272,30
3239776256,30
3245514752,30
3258232832,30
9099935744,30
3266719744,30
3264991232,30
996835328,30
2316935168,30
3268898816,30
3247804416,30
3239206912,30
3240185856,30
3221737472,30
3131772928,30
2317664256,30
2318737408,30
1033228288,30
1035636736,30
1062047744,30
1031397376,30
1244852224,30
55136256,30
1122017280,30
13152666624,30
13670813696,30
10287988736,30
10108121088,30
10523963392,30
11350933504,30
10761719808,30
11748048896,30
10316828672,30
11853131776,30
10178609152,30
1655373824,30
1776197632,30
1434574848,30
1654063104,30
694390784,30
1653800960,30
10413408256,30
11708674048,30
1644658688,30
2207629312,30
1978437632,30
1402396672,30
2222587904,30
2313330688,30
1012699136,30
1019322368,30
1421905920,30
3238121472,30
12974272512,30
1244872704,30
959447040,30
13153227776,29
2314838016,29
3241771008,29
3249807360,29
3263754240,29
3263647744,29
3265466368,29
3265572864,29
3267350528,29
3222687744,29
760836096,29
3233726464,29
3245240320,29
3250065408,29
3264286720,29
3265146880,29
3265601536,29
3221303296,29
497000448,29
3225874432,29
3226796032,29
3227164672,29
3261313024,29
3264245760,29
3225747456,29
3226402816,29
3226574848,29
3226902528,29
3238543360,29
3266351104,29
3247292416,29
13664784384,29
3225219072,29
3245367296,29
3221520384,29
3239964672,29
3246002176,29
3221385216,29
3228659712,29
2318868480,29
3263987712,29
1061937152,29
3228897280,29
890150912,29
94867456,29
2222579712,29
1018355712,29
13152826368,29
13152871424,29
13532438528,29
2154512384,29
1273593856,29
2319196160,29
2314797056,29
1249337344,29
3232501760,29
3265179648,28
3226267648,28
969928704,28
9099931648,28
2227200000,28
11710332928,28
3237736448,28
540708864,28
3131797504,28
3247202304,28
3259830272,28
3234414592,28
3240321024,28
3259502592,28
3260596224,28
3261366272,28
3263582208,28
3263959040,28
3265966080,28
3222769664,28
3233845248,28
3234304000,28
3250634752,28
3264360448,28
3266187264,28
454098944,28
3224653824,28
3226640384,28
3226054656,28
671064064,28
3233669120,28
3249254400,28
3259543552,28
3259662336,28
3263184896,28
568393728,28
3226611712,28
3245527040,28
3241996288,28
3265130496,28
3229720576,28
3247497216,28
3231354880,28
955064320,28
955330560,28
3225149440,28
3250671616,28
3234787328,28
3264499712,28
3247566848,28
3265630208,28
2318991360,28
3261607936,28
1041059840,28
3268280320,28
3225964544,28
1200832512,28
2222567424,28
2316492800,28
13338279936,28
3268034560,28
3239858176,28
943980544,28
12375556096,28
13152838656,28
1245933568,28
1245052928,28
13387190272,28
13387194368,28
13387202560,28
13532430336,28
2317434880,28
949264384,28
3020144640,28
2319204352,28
3229212672,28
13152699392,27
3265703936,27
3234406400,27
13152863232,27
13153182720,27
992366592,27
12819554304,27
3238227968,27
1020682240,27
3131838464,27
3242180608,27
3238174720,27
3238248448,27
3240595456,27
3242668032,27
3246190592,27
3250257920,27
3250270208,27
3250712576,27
3253141504,27
3253108736,27
3257188352,27
3259965440,27
3263664128,27
3266076672,27
3266777088,27
3222704128,27
3222966272,27
3223080960,27
3223166976,27
3228712960,27
99024896,27
824020992,27
3245441024,27
3246358528,27
3247800320,27
3248160768,27
3249070080,27
3257946112,27
3258880000,27
3263741952,27
